EMDN V2					
CATEGORY 	CATEGORY DESCRIPTION	CODE	TERM	LEVEL 	TERMINAL LEVEL YES/NO 
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A03040203	PERINEAL IRRIGATION KITS, SINGLE-USE	5	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A03040204	EAR IRRIGATION KITS, SINGLE-USE	5	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A03040299	IRRIGATION KITS, SINGLE-USE - OTHER	5	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A030403	ENTERAL NUTRITION KITS (INCLUDING THOSE VIA PUMP), SINGLE-USE	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A030499	ADMINISTRATION KITS - OTHER	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0380	TUBULAR DEVICES - ACCESSORIES	3	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0399	TUBULAR DEVICES - OTHER	3	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A04	SOLUTION FILTERS	2	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0401	INFUSION AND WITHDRAWL FILTERS	3	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A040101	ADMINISTRATION AND ASPIRATION FILTERS	4	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A04010101	WITHDRAWL AND ADMINISTRATION FILTERS (0.2-1.2 MICRONS)	5	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A04010102	ASPIRATION AND TRANSFER FILTERS (>= 5 MICRONS)	5	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A04010199	ADMINISTRATION AND ASPIRATION FILTERS - OTHER	5	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A040180	INFUSION AND WITHDRAWL FILTERS - ACCESSORIES	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A040199	INFUSION AND WITHDRAWL FILTERS - OTHER	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0499	SOLUTION FILTERS - OTHER	3	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A05	MECHANICAL INFUSION SYSTEMS, SINGLE-USE 	2	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0501	ELASTOMERIC SYSTEMS	3	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A050101	ELASTOMERIC SYSTEMS - FIXED FLOW	4	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A05010101	ELASTOMERIC SYSTEMS - FIXED FLOW W/O ADDITIONAL BOLUS	5	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A05010102	ELASTOMERIC SYSTEMS - FIXED FLOW WITH ADDITIONAL BOLUS	5	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A050102	ELASTOMERIC SYSTEMS - VARIABLE FLOW	4	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A05010201	ELASTOMERIC SYSTEMS - VARIABLE FLOW W/O ADDITIONAL BOLUS	5	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A05010202	ELASTOMERIC SYSTEMS - VARIABLE FLOW WITH ADDITIONAL BOLUS	5	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0502	NON-ELASTOMERIC SYSTEMS	3	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0580	MECHANICAL INFUSION SYSTEMS, SINGLE-USE - ACCESSORIES	3	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0599	MECHANICAL INFUSION SYSTEMS, SINGLE-USE - OTHER	3	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A06	DRAINAGE AND FLUIDS COLLECTION DEVICES	2	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0601	SURGICAL DRAINAGE SYSTEMS	3	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A060101	VACUUM AND GRAVITY DRAINAGE SYSTEMS	4	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A06010101	DRAINAGE SYSTEMS WITH PREDEFINED SUCTION	5	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0601010101	DRAINAGE SYSTEMS WITH REDON TYPE RIGID CONTAINER	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0601010102	DRAINAGE SYSTEMS WITH RESERVOIR	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0601010103	BELLOWS DRAINAGE SYSTEMS	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0601010199	DRAINAGE SYSTEMS WITH PREDEFINED SUCTION - OTHER	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A06010102	DRAINAGE SYSTEMS WITH ADJUSTABLE SUCTION	5	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0601010201	DRAINAGE SYSTEMS WITH ADJUSTABLE SUCTION AND COLLECTION CHAMBER	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0601010299	DRAINAGE SYSTEMS WITH ADJUSTABLE SUCTION - OTHER	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A06010103	CANNULAS AND TIPS FOR ASPIRATION AND IRRIGATION, SINGLE-USE	5	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A06010104	DRAINAGE PROBES	5	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0601010401	THORACIC DRAINAGES (STRAIGHT AND ANGLED)	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0601010402	CYLINDRICAL OR CIRCULAR DRAINAGES (STRAIGHT AND T-SHAPED)	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0601010403	FLAT AND LAMELLAR DRAINAGES	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0601010499	DRAINAGE PROBES - OTHER	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A06010199	VACUUM AND GRAVITY DRAINAGE SYSTEMS - OTHER	5	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A060102	SURGICAL DRAINAGE CONNECTION MEDICAL TUBES	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A060199	SURGICAL DRAINAGE SYSTEMS - OTHER	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0602	PERCUTANEOUS DRAINAGE SYSTEMS	3	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A060201	EXTERNAL DRAINAGE CATHETERS AND KITS (ABSCESSES, GALLSTONES, CYSTS)	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A060202	TROCAR DRAINAGES 3/4	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A060203	PLEURAL DRAINAGES WITH VALVE AND KITS	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A060204	THORACENTESIS AND PARACENTESIS DRAINAGES AND KITS	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A060205	PERICARDIUM DRAINAGES AND KITS	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A060206	PERITONAEAL DRAINAGES AND KITS	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A060299	PERCUTANEOUS DRAINAGE SYSTEMS - OTHER	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0603	FLUIDS COLLECTION BAGS AND SYSTEMS	3	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A060301	COLLECTION BAGS AND OTHER CONTAINERS FOR DRAINAGES AND FISTULAS, SINGLE USE 	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A060302	COLLECTION BAGS FOR UROLOGICAL AND ARTHROSCOPIC WASHINGS, SINGLE-USE	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A060303	URINE COLLECTION SYSTEMS AND BAGS, SINGLE-USE 	4	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A06030301	URINE COLLECTION BAGS 	5	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A06030302	HOURLY DIURESIS MEASUREMENT SETS	5	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A06030399	URINE COLLECTION SYSTEMS - OTHER	5	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A060304	INTRA-OPERATION FLUID COLLECTION DEVICES	4	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A06030401	INTRAOPERATIVE SUCTION CONTAINERS	5	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A06030499	INTRA-OPERATION FLUID COLLECTION DEVICES - OTHER	5	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A060399	FLUID COLLECTION BAGS AND SYSTEMS - OTHER	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0680	DRAINAGE AND FLUID COLLECTION DEVICES - ACCESSORIES	3	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0699	DRAINAGE AND FLUID COLLECTION DEVICES - OTHER	3	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A07	ADAPTERS, CONNECTORS, RAMPS, STOPCOCKS, CAPS	2	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0701	ADAPTERS AND CONNECTORS	3	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A070101	ASPIRATION LINES ADAPTERS AND CONNECTORS	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A070102	IRRIGATION LINES ADAPTERS AND CONNECTORS	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A070103	INFUSION LINES ADAPTERS AND CONNECTORS	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A070199	ADAPTERS AND CONNECTORS - OTHER	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0702	RAMPS	3	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0703	STOPCOCKS	3	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0704	SYSTEMS FOR RECONSTITUTION AND ADMINISTRATION OF PHARMACEUTICALS	3	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0705	CAPS OR OBTURATORS	3	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A070501	CAPS OR OBTURATORS, NON-PERFORABLE 	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A070502	CAPS OR OBTURATORS, PERFORABLE 	4	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A07050201	CAPS OR OBTURATORS, PERFORABLE WITH NEEDLE	5	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A07050202	CAPS OR OBTURATORS, PERFORABLE WITHOUT NEEDLE	5	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A070599	CAPS OR OBTURATORS - OTHER	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0706	ANTISEPTIC CONNECTOR PROTECTORS	3	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0799	ADAPTERS, CONNECTORS, RAMPS, STOPCOCKS, CAPS - OTHER	3	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A08	NUTRITION AND INFUSION BAGS AND CONTAINERS, SINGLE-USE	2	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0801	NUTRITION BAGS AND CONTAINERS, SINGLE-USE	3	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A080101	ENTERAL FEEDING BAGS AND CONTAINERS (INCLUDING THOSE VIA PUMP), SINGLE-USE	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A080102	PARENTERAL FEEDING BAGS AND CONTAINERS (INCLUDING THOSE VIA PUMP), SINGLE-USE	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A080199	NUTRITION BAGS AND CONTAINERS, SINGLE-USE - OTHER	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0802	INFUSION BAGS AND CONTAINERS, SINGLE-USE	3	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A080201	INFUSION PUMP BAGS AND CONTAINERS, SINGLE-USE	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A080299	INFUSION BAGS AND CONTAINERS, SINGLE-USE - OTHER	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0880	NUTRITION AND INFUSION BAGS AND CONTAINERS, SINGLE-USE - ACCESSORIES	3	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A088001	PRESSURE INFUSION CUFFS, SINGLE-USE	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A088099	NUTRITION AND INFUSION BAGS AND CONTAINERS, SINGLE-USE - OTHER ACCESSORIES	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0899	NUTRITION AND INFUSION BAGS AND CONTAINERS, SINGLE-USE - OTHER	3	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A09	ORGAN CONTAINERS	2	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0901	ORGAN COLLECTION CONTAINERS	3	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A090101	ORGAN COLLECTION BAGS	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A090199	ORGAN COLLECTION CONTAINERS - OTHER	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0980	ORGAN CONTAINERS - ACCESSORIES	3	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A0999	ORGAN CONTAINERS - OTHER	3	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A10	ABDOMINAL OSTOMY DEVICES	2	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A1001	ONE PIECE ABDOMINAL OSTOMY DEVICES	3	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A100101	ONE PIECE COLOSTOMY BAGS	4	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A10010101	ONE-PIECE COLOSTOMY BAGS FOR NON-RETRACTED STOMA, FLAT	5	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A1001010101	ONE-PIECE COLOSTOMY BAGS FOR NON-RETRACTED STOMA, FLAT, W/O TISSUE COVER	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A1001010102	ONE-PIECE COLOSTOMY BAGS FOR NON-RETRACTED STOMA, FLAT, WITH TISSUE COVER	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A10010102	ONE-PIECE COLOSTOMY BAGS FOR RETRACTED STOMA, CONVEX	5	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A1001010201	ONE-PIECE COLOSTOMY BAGS FOR RETRACTED STOMA, CONVEX, W/O TISSUE COVER	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A1001010202	ONE-PIECE COLOSTOMY BAGS FOR RETRACTED STOMA, CONVEX, WITH TISSUE COVER	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A100102	ONE PIECE ILEOSTOMY BAGS	4	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A10010201	ONE-PIECE ILEOSTOMY BAGS FOR NON-RETRACTED STOMA, FLAT	5	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A1001020101	ONE-PIECE ILEOSTOMY BAGS FOR NON-RETRACTED STOMA, FLAT, W/O TISSUE COVER	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A1001020102	ONE-PIECE ILEOSTOMY BAGS FOR NON-RETRACTED STOMA, FLAT, WITH TISSUE COVER	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A10010202	ONE-PIECE ILEOSTOMY BAGS FOR RETRACTED STOMA, CONVEX	5	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A1001020201	ONE-PIECE ILEOSTOMY BAGS FOR RETRACTED STOMA, CONVEX, W/O TISSUE COVER	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A1001020202	ONE-PIECE ILEOSTOMY BAGS FOR RETRACTED STOMA, CONVEX, WITH TISSUE COVER	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A100103	ONE PIECE UROSTOMY BAGS	4	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A10010301	ONE-PIECE UROSTOMY BAGS FOR NON-RETRACTED STOMA, FLAT	5	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A1001030101	ONE-PIECE UROSTOMY BAGS FOR NON-RETRACTED STOMA, FLAT, W/O TISSUE COVER	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A1001030102	ONE-PIECE UROSTOMY BAGS FOR NON-RETRACTED STOMA, FLAT, WITH TISSUE COVER	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A10010302	ONE-PIECE UROSTOMY BAGS FOR RETRACTED STOMA, CONVEX	5	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A1001030201	ONE-PIECE UROSTOMY BAGS FOR RETRACTED STOMA, CONVEX, W/O TISSUE COVER	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A1001030202	ONE-PIECE UROSTOMY BAGS FOR RETRACTED STOMA, CONVEX, WITH TISSUE COVER	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A100104	EXPANSION CAPS FOR ABDOMINAL OSTOMY SYSTEMS - ONE PIECE	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A100199	DEVICES FOR ABDOMINAL OSTOMY - ONE PIECE - OTHER	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A1002	ABDOMINAL OOSTOMY DEVICES, TWO PIECE	3	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A100201	ABDOMINAL OSTOMY PLATES	4	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A10020101	COLOSTOMY PLATES 	5	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A1002010101	COLOSTOMY PLATES, WITH NON-RETRACTED STOMA	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A1002010102	COLOSTOMY PLATES, WITH RETRACTED STOMA	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A10020102	ILEOSTOMY PLATES	5	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A1002010201	ILEOSTOMY PLATES, WITH NON-RETRACTED STOMA	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A1002010202	ILEOSTOMY PLATES, WITH RETRACTED STOMA	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A10020103	UROSTOMY PLATES	5	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A1002010301	UROSTOMY PLATES, WITH NON-RETRACTED STOMA	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A1002010302	UROSTOMY PLATES WITH RETRACTED STOMA	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A10020104	UNIVERSAL PLATES FOR ABDOMINAL STOMA (COLO-, ILEO-, UROSTOMY)	5	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A1002010401	UNIVERSAL PLATES FOR ABDOMINAL STOMA (COLO-, ILEO-, UROSTOMY) WITH NON-INTROFLEX STOMA	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A1002010402	UNIVERSAL PLATES FOR ABDOMINAL STOMA (COLO-, ILEO-, UROSTOMY) WITH INTROFLEX STOMA	6	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A100202	COLOSTOMY BAGS FOR TWO-PART SYSTEMS	4	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A10020201	OLOSTOMY BAGS FOR TWO-PART SYSTEMS, W/O TISSUE COVER	5	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A10020202	COLOSTOMY BAGS FOR TWO-PART SYSTEMS, WITH TISSUE COVER	5	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A100203	ILEOSTOMY BAGS FOR TWO-PART SYSTEMS	4	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A10020301	ILEOSTOMY BAGS FOR TWO-PART SYSTEMS, W/O TISSUE COVER	5	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A10020302	ILEOSTOMY BAGS FOR TWO-PART SYSTEMS, WITH TISSUE COVER	5	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A100204	UROSTOMY BAGS FOR TWO-PART SYSTEMS	4	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A10020401	UROSTOMY BAGS FOR TWO-PART SYSTEMS, W/O TISSUE COVER	5	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A10020402	UROSTOMY BAGS FOR TWO-PART SYSTEMS, WITH TISSUE COVER	5	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A100205	EXPANSION CAPS FOR TWO-PIECE ABDOMINAL OSTOMY SYSTEMS	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A100299	TWO-PIECE ABDOMINAL OSTOMY DEVICES - OTHER	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A1003	ABDOMINAL OSTOMY IRRIGATION DEVICES 	3	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A100301	ABDOMINAL OSTOMY IRRIGATION KITS	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A100302	ABDOMINAL OSTOMY DRAINAGE / IRRIGATION BAGS	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A100399	ABDOMINAL OSTOMY IRRIGATION DEVICES - OTHER	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A1080	ABDOMINAL OSTOMY DEVICES - ACCESSORIES	3	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A108001	RINGS / BEZELS / PLATES FOR PERISTOMAL SKIN	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A108002	PROTECTIVE CREAMS / GELS FOR PERISTOMAL SKIN	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A108003	PROTECTIVE POWDERS FOR PERISTOMAL SKIN	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A108004	PROTECTIVE FILMS / SPRAYS FOR PERISTOMAL SKIN	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A108005	DEVICES FOR THE REMOVAL OF ADHESIVES FROM THE PERISTOMAL SKIN	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A108006	ABDOMINAL OSTOMY SUPPORT BELTS	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A108007	ABDOMINAL OSTOMY IRRIGATION CONES	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A108008	ADHESIVES FOR ABDOMINAL OSTOMY DEVICES	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A108009	ABDOMINAL OSTOMY DILATORS	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A108099	ACCESSORY DEVICES FOR ABDOMINAL OSTOMY - OTHER	4	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A1099	ABDOMINAL OSTOMY DEVICES - OTHER	3	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A11	SAMPLE COLLECTION SWABS	2	NO
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A1101	SAMPLE COLLECTION NEUTRAL SWABS	3	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A1102	SAMPLE COLLECTION SWABS WITH TRANSPORT MEDIUM	3	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A12	SAMPLE COLLECTION SPATULAS 	2	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A13	APPLICATORS FOR DRUGS AND MEDICAL DEVICES NOT PRESENT IN OTHER CLASSES	2	YES
A	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION	A99	DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION - OTHER	2	YES
B	HAEMATOLOGY AND HAEMOTRANSFUSION DEVICES	B	HAEMATOLOGY AND HAEMOTRANSFUSION DEVICES	1	NO
